Restaurant Name,Price_range,Cuisine,number_of_reviews,Overall_rating,Sub_Ratings,tags,number_of_pics,number_of_5classes_ratings
Vertigo Lounge,££ - £££,['British'],92,3.5,"[4.0, 4.0, 4.0, 4.0]",[],9,"['35', '19', '14', '9', '15']"
San Pietro ristorante italiano,££££,"['Italian', 'Pizza', 'Seafood']",73,4.5,"[4.5, 4.5, 4.0]","['seafood ', 'semifreddo ', 'fresh fish ', 'torta caprese ', 'pizza ', 'risotto ', 'octopus ', 'crab ', 'john dory ', 'lovely family run restaurant ', 'an excellent dinner ', 'this great restaurant ', 'italian food ', 'service was great ', 'attentive service ', 'lovely atmosphere ', 'food was amazing ']",45,"['41', '11', '4', '2', '2']"
Pizza Express,££ - £££,"['Italian', 'Pizza', 'Vegetarian Friendly']",174,3.5,"[4.0, 3.5, 3.5, 3.5]","['chocolate brownie ', 'pudding ', 'great pizza ', 'pizza place ', 'pizza oven ', 'lovely restaurant ', 'quick service ', 'family meal ', 'high street ', 'the river ', 'pe ', 'cinema ']",5,"['39', '48', '40', '27', '17']"
Ezo Bistro,,['Cafe'],6,4.5,[],[],1,"['4', '1', '1', '0', '0']"
Everest Abercorn,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",235,3,"[4.0, 3.0, 3.0]","['butter chicken ', 'lamb chops ', 'lots of parking ', 'function room ', 'indian restaurant ', 'vegetarian food ', 'food was fantastic ', 'his team ', 'friday night ', 'family and friends ', 'venue ', 'subhash ', 'tandoori ']",25,"['59', '58', '41', '33', '44']"
Moheen Punjabi Rasoi,,"['Indian', 'Asian']",11,4,[],[],3,"['6', '3', '1', '0', '1']"
Milos Cafe,£,['Cafe'],7,4.5,[],[],2,"['3', '3', '1', '0', '0']"
The Rising Sun,££ - £££,"['British', 'Pizza']",36,3.5,"[3.5, 4.0, 3.5]","['pizza ', 'salad ', 'the pub ', 'last night ', 'roast ']",14,"['17', '6', '1', '5', '7']"
Kazan Restaurant,££ - £££,"['Mediterranean', 'European', 'Turkish']",1611,4.5,"[4.5, 4.5, 4.0, 4.5]","['lamb ', 'baklava ', 'rose ice cream ', 'borek ', 'mezze platter ', 'hummus ', 'rice ', 'mixed grill ', 'prawns ', 'seafood ', 'pudding ', 'fries ', 'burger ', 'turkish food ', 'ottoman grill ', 'wilton road ', 'kazan kitchen ']",407,"['873', '379', '84', '21', '16']"
Buddha Kitchen,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",153,3.5,"[3.5, 3.5, 3.5]","['lamb curry ', 'onion bhaji ', 'dessert section ', 'indian section ', 'live kitchen ', 'stir frys ', 'buffet experience ', 'authentic food ', 'great family meal ', 'different cuisines ', 'i highly recommend this restaurant ', 'sheldon ']",30,"['67', '16', '16', '13', '41']"
Cafe Rouge - Esher,££ - £££,"['French', 'European', 'Vegetarian Friendly']",409,3.5,"[3.5, 3.5, 3.5, 3.0]","['demi poulet ', 'potatoes ', 'beef ', 'prawns ', 'local cafe ', 'car park ', 'our waiter ', 'set menu ', 'lovely evening ', 'food was lovely ', 'sunday lunch ', 'elliot ', 'races ']",29,"['131', '117', '62', '53', '46']"
Palki,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",105,4,"[4.5, 4.5, 4.5, 4.5]","['curry ', 'garlic chicken ', 'delivery service ', 'best indian restaurant in the area ', 'excellent takeaway ', 'take away ', 'local indian ', 'delicious food ', 'lovely service ', 'lovely evening ', 'dish ']",14,"['63', '13', '5', '7', '10']"
Ciullosteria,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",281,4.5,"[4.5, 4.5, 4.5, 4.5]","['pasta ', 'sardines ', 'calves liver ', 'profiteroles ', 'scallops ', 'italian food ', 'great food and atmosphere ', 'great wine list ', 'small restaurant ', 'last night ', 'home made ', 'fulham ', 'starters ', 'specials ', 'regulars ']",40,"['196', '57', '11', '4', '1']"
Granier bakery-cafe,£,['Cafe'],6,4.5,[],[],7,"['2', '3', '0', '0', '0']"
Rodizio Preto,££ - £££,"['South American', 'Steakhouse']",337,3.5,"[3.5, 4.0, 3.5, 3.5]","['skewers ', 'beef ', 'salad ', 'unlimited meat ', 'rice ', 'cake ', 'all you can eat ', 'brazilian food ', 'different cuts of meat ', 'love meat ', 'excellent meat ', 'witney ', 'carnivore ', 'queijo ', 'vegetarian ', 'sides ', 'rump ']",71,"['74', '84', '41', '31', '35']"
Mcdowells,£,[],13,4,"[4.5, 4.5, 4.5]",[],1,"['6', '3', '3', '0', '1']"
Wonder,,['British'],10,4.5,[],[],4,"['6', '3', '0', '0', '1']"
Hong Kong Garden,£,"['Chinese', 'Asian']",8,4.5,[],[],6,"['3', '3', '1', '0', '0']"
Shandeez,£,"['Cafe', 'International', 'Middle Eastern']",39,4.5,"[4.5, 4.0, 4.5, 3.5]","['kebab ', 'samosas ', 'salad ', 'lasagna ', 'olympia ', 'chips ']",11,"['19', '15', '3', '0', '1']"
Cafe 66 Barnes,,['Cafe'],4,5,[],[],2,"['4', '0', '0', '0', '0']"
New Raj,££ - £££,"['Indian', 'Asian']",4,5,[],[],0,"['4', '0', '0', '0', '0']"
The German Hot Dog Stall,£,"['German', 'Fast food']",11,5,[],[],14,"['9', '2', '0', '0', '0']"
Mendes Restaurant,,"['European', 'Portuguese']",9,4,[],[],48,"['5', '3', '0', '0', '1']"
Old Station House,££ - £££,['British'],122,3.5,"[4.0, 3.5, 3.5, 4.0]","['pita bread ', 'burger ', 'potatoes ', 'pie ', 'fish and chips ', 'the pub ', 'chiswick area ', 'grove park ', 'favourite pub ', 'selection of beers ', 'with some friends ', 'food was amazing ', 'sunday lunch ', 'wine list ', 'roast ']",14,"['53', '15', '15', '11', '28']"
Boqueria,££ - £££,"['Mediterranean', 'European', 'Spanish']",399,4.5,"[4.5, 4.5, 4.0, 4.5]","['tapas ', 'croquettes ', 'octopus ', 'paella ', 'suckling pig ', 'huevos rotos ', 'solomillo ', 'jamon ', 'churros ', 'tortillas ', 'padron peppers ', 'king prawns ', 'pork ', 'ham ', 'cod ', 'spanish food ', 'battersea park ']",110,"['247', '79', '12', '13', '11']"
Trinidad Roti Shop,£,['Caribbean'],11,4,[],[],13,"['7', '1', '1', '1', '1']"
POTUS Bar & Restaurant,££££,['American'],5,4.5,[],[],48,"['4', '0', '1', '0', '0']"
Brunchies Cafe,,['Cafe'],6,4.5,[],[],1,"['3', '3', '0', '0', '0']"
Mawney Arms,££ - £££,['British'],173,3.5,"[3.5, 3.0, 3.5, 3.5]","['chocolate brownie ', 'pork ', 'salad ', 'great pub ', 'pub restaurant ', 'christmas meal ', 'food was lovely ', 'raul ', 'regulars ']",16,"['58', '35', '24', '22', '34']"
The Twins Healthy Habitat,£,['Healthy'],5,5,[],[],1,"['5', '0', '0', '0', '0']"
Taste of Raj,££ - £££,"['Indian', 'Vegetarian Friendly']",19,4,"[4.5, 4.5, 4.0, 4.0]",[],0,"['8', '7', '2', '1', '1']"
Pizza Express,££ - £££,"['Italian', 'Pizza', 'Vegetarian Friendly']",51,3.5,"[4.0, 3.5, 3.5]","['pizza ', 'dough balls ', 'lovely food ', 'branch ', 'yummy ']",14,"['15', '15', '9', '4', '8']"
Village Bistro Cafe,££ - £££,"['British', 'Italian', 'Turkish']",8,4,[],[],36,"['4', '2', '1', '1', '0']"
The Coffee Mill,£,"['Cafe', 'British', 'Vegetarian Friendly']",55,3.5,"[4.0, 4.0, 4.0]","['brunch ', 'poached eggs ', 'english breakfast ', 'beautiful smile ', 'lovely coffee ', 'quick service ', 'high street ', 'dami ', 'smoothies ']",6,"['19', '13', '5', '9', '8']"
Red Onion,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",19,4,"[4.0, 4.5, 4.0]","['curry ', 'my favourite indian restaurant ', 'sunday buffet ', 'east barnet ', 'love this place ', 'friendly service ', 'dish ']",1,"['12', '2', '1', '3', '1']"
Daisys Diner,,['British'],6,4.5,[],[],0,"['4', '1', '1', '0', '0']"
China Gourmet,,['Chinese'],5,5,[],[],1,"['4', '1', '0', '0', '0']"
Rak Thai Food,£,"['Cafe', 'Thai', 'Street Food']",4,5,[],[],2,"['3', '1', '0', '0', '0']"
Pizza Hut,££ - £££,['Pizza'],49,3.5,"[4.0, 3.0, 4.0]",[],7,"['15', '13', '9', '3', '8']"
Rishta,££ - £££,"['Indian', 'Asian']",24,4,"[4.5, 4.5, 4.5, 4.5]",[],15,"['13', '7', '1', '0', '3']"
Twickenham Spice,££ - £££,"['Indian', 'Asian']",18,4,"[5.0, 5.0, 4.5]",[],5,"['11', '3', '1', '1', '2']"
Sunrise Cafe,£,['Cafe'],6,4.5,[],[],0,"['2', '4', '0', '0', '0']"
Globe Freehouse,££ - £££,['British'],15,4,"[4.0, 4.5, 4.0]",[],7,"['5', '6', '2', '2', '0']"
Toko Diner,££ - £££,"['Japanese', 'Asian', 'Chinese']",44,3.5,"[4.0, 3.5, 4.0, 4.0]",[],3,"['17', '11', '5', '3', '7']"
Stafford Cafe,,['Cafe'],8,4.5,[],[],1,"['4', '3', '0', '1', '0']"
Dark Horse E20,,['British'],4,5,[],[],11,"['2', '1', '0', '0', '0']"
Oko Lounge,££ - £££,['Middle Eastern'],11,4.5,[],[],14,"['7', '3', '0', '0', '0']"
Le Bab,££ - £££,"['Mediterranean', 'Middle Eastern']",527,4.5,"[4.5, 4.5, 4.5]","['kebab ', 'fondue ', 'pork ', 'paneer ', 'cod cheeks ', 'cheesy chips ', 'flatbread ', 'wraps ', 'flat bread ', 'pudding ', 'kingly court ', 'carnaby street ', 'cooked fries ', 'small menu ', 'middle eastern food ', 'delicious food ', 'sat at the bar ']",241,"['344', '87', '24', '11', '10']"
Michael Nadra Primrose Hill,££££,"['French', 'Mediterranean', 'International']",352,4.5,"[4.5, 4.5, 4.0, 4.0]","['treacle tart ', 'tasting menu ', 'soft shell crab tempura ', 'chive dumplings ', 'sea bass ', 'fillet steak ', 'octopus ', 'sunday roast ', 'ice cream ', 'salad ', 'regents canal ', 'camden market ', 'main course ', 'fantastic restaurant ', 'birthday dinner ', 'three courses ', 'chiswick ']",146,"['231', '70', '18', '9', '10']"
Andy's Quality Fish,£,"['Seafood', 'Fast food']",15,4,"[4.0, 3.5, 4.0]",[],0,"['5', '6', '0', '1', '2']"
Rossella,££ - £££,"['Italian', 'Pizza', 'European']",395,4.5,"[4.5, 4.5, 5.0, 4.5]","['pizza ', 'tiramisu ', 'calamari ', 'kentish town ', 'local gem ', 'italian food ', 'great atmosphere ', 'portions are generous ', 'specials ', 'starters ', 'gig ']",85,"['301', '56', '9', '6', '6']"
Samara Cuisine Ltd,££££,"['Lebanese', 'Moroccan', 'Middle Eastern']",4,5,[],[],2,"['4', '0', '0', '0', '0']"
Piatto Di Pasta,£,['Italian'],12,4,[],[],5,"['4', '1', '3', '0', '0']"
Ocean Fish Bar,£,"['Seafood', 'Fast food', 'British']",17,4.5,"[4.0, 4.0, 4.0]",[],3,"['11', '5', '0', '0', '1']"
Hello Beirut,££ - £££,"['Lebanese', 'Mediterranean']",8,5,"[5.0, 5.0, 5.0]",[],7,"['6', '2', '0', '0', '0']"
Rutland Arms,££ - £££,['British'],165,3.5,"[3.5, 3.5, 3.5, 4.0]","['fish and chips ', 'sunday roast ', 'hammersmith bridge ', 'great pub ', 'selection of beers ', 'on tap ', 'lunch time ', 'ipa ']",68,"['43', '44', '23', '19', '25']"
Nick's Cafe,,"['Cafe', 'British', 'Vegetarian Friendly']",26,3.5,"[2.5, 3.0, 2.0]",[],5,"['11', '7', '2', '2', '4']"
Anikas Takeaway,£,"['Indian', 'Asian', 'Halal']",14,4,"[4.0, 4.5, 4.5]",[],2,"['6', '5', '1', '0', '2']"
San Remo,££ - £££,"['Italian', 'Mediterranean', 'European']",52,3.5,"[4.0, 4.0, 4.0]","['sea bass ', 'seafood ', 'rose wine ', 'italian food ', 'good selection of wines ', 'barnes ', 'specials ', 'mains ', 'tomato ']",11,"['29', '5', '1', '4', '12']"
Bhangra Beat,££ - £££,"['Indian', 'Asian']",58,4,"[4.0, 4.5, 4.0, 4.0]",[],23,"['36', '10', '4', '1', '7']"
Kokoro,£,"['Japanese', 'Fast food', 'Sushi']",75,3.5,"[3.5, 4.0, 4.0]","['noodles ', 'sushi ', 'asian buffet ', 'limited seating ', 'massive portions ', 'take away ', 'high street ', 'kokomo ', 'medium ', 'takeaway ']",11,"['28', '18', '11', '8', '6']"
Club 2000,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",111,3.5,"[3.5, 3.0, 3.0, 3.0]","['methi ', 'wings ', 'lamb chops ', 'starters and mains ', 'prawns ', 'indian food ', 'kasoori chicken ', 'c2k ', 'mogo ', 'mari ', 'gota ', 'cricket ', 'cousins ', 'lads ', 'garlic ']",8,"['29', '36', '15', '6', '25']"
Vibe Gelateria,££ - £££,['Vegetarian Friendly'],42,3.5,"[3.0, 3.5, 3.0]",[],8,"['12', '16', '2', '5', '7']"
One Love Caribbean Restaurant & Take Away,££ - £££,"['Caribbean', 'Jamaican']",25,3.5,"[3.5, 3.0, 3.0]",[],3,"['11', '6', '2', '1', '5']"
Asia Tandoori Restaurant,££ - £££,"['Indian', 'Asian']",24,4,"[4.0, 3.5, 3.5, 3.5]",[],4,"['11', '6', '1', '5', '1']"
Deli on the Green,££ - £££,['Cafe'],14,4,"[3.5, 3.5, 3.0]",[],1,"['5', '5', '2', '0', '2']"
KPJ's Fish & Chips,,['British'],4,5,[],[],2,"['3', '1', '0', '0', '0']"
Dragon Inn,£,"['Chinese', 'Asian']",16,4,[],[],0,"['7', '4', '1', '0', '3']"
Chautari Restaurant,££ - £££,"['Asian', 'Vegetarian Friendly']",42,4,"[4.5, 4.0, 4.0, 4.0]",[],17,"['24', '9', '1', '3', '5']"
Indian Brasserie,££ - £££,"['Indian', 'Asian']",29,3.5,"[3.0, 3.5, 3.0]",[],1,"['18', '2', '0', '1', '8']"
Waitrose Cafe,£,"['Cafe', 'British', 'Vegetarian Friendly']",27,3.5,"[3.5, 3.5, 3.5]",[],5,"['11', '8', '0', '6', '2']"
Bandol,££ - £££,"['French', 'Mediterranean', 'European']",141,4.5,"[4.5, 4.0, 4.0]","['bouillabaisse ', 'black ink risotto ', 'courgette salad ', 'rabbit ', 'provencal food ', 'crispy duck leg ', 'tuna ', 'sister restaurant ', 'wine list ', 'main course ', 'whole evening ', 'monday night ', 'nice atmosphere ', 'special occasion ', 'set menu ', 'chelsea ', 'mains ']",65,"['72', '28', '9', '9', '5']"
Fait Maison,££ - £££,"['Cafe', 'Mediterranean', 'Vegan Options']",19,3.5,"[4.0, 4.0, 3.5, 4.0]",[],12,"['6', '4', '4', '1', '2']"
The Plough,££ - £££,"['Barbecue', 'British']",5,5,[],[],0,"['4', '1', '0', '0', '0']"
Goode & Wright,££ - £££,"['European', 'Vegetarian Friendly']",201,4,"[4.0, 3.5, 3.5, 3.5]",[],52,"['70', '46', '12', '10', '25']"
Spice of India,££ - £££,"['Indian', 'Asian']",29,4,"[3.5, 3.5, 3.5]",[],2,"['10', '13', '1', '0', '5']"
The Crown Inn,££ - £££,['British'],125,3.5,"[3.5, 3.5, 3.5]","['grazing menu ', 'mac and cheese ', 'roast dinner ', 'lamb ', 'live jazz ', 'young children ', 'saturday lunchtime ', 'happy customers ', 'jazz night ', 'wine list ', 'new owners ', 'whole evening ', 'great success ', 'changed hands ', 'last saturday ', 'fantastic food ', 'play area ']",33,"['54', '11', '12', '14', '34']"
Bawaro,£,"['Polish', 'European']",8,4,[],[],3,"['3', '1', '2', '0', '0']"
Zaitun,££ - £££,['Indian'],9,4,[],[],0,"['7', '0', '0', '0', '2']"
Runnymede Cafe,£,['Cafe'],17,4,"[4.5, 4.5, 4.5]",[],8,"['9', '4', '1', '0', '3']"
Bromley Pizza & Kebab,£,"['Turkish', 'Pizza', 'Fast food']",21,4,"[3.5, 3.5, 3.5]","['kebab ', 'pizza ', 'high street ', 'delivery ', 'spicy ']",5,"['12', '3', '1', '1', '4']"
2 Veneti,££ - £££,"['Italian', 'Mediterranean', 'European']",538,4.5,"[4.5, 4.5, 4.0, 4.5]","['pasta ', 'bigoli ', 'calves liver ', 'tiramisu ', 'carpaccio ', 'potatoes ', 'lobster ', 'wigmore hall ', 'oxford street ', 'italian food ', 'wine list ', 'by the glass ', 'white wine ', 'recommend this restaurant ', 'three courses ', 'staff were attentive ', 'saturday evening ']",100,"['275', '129', '32', '6', '11']"
Don Emilio,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",41,4,"[4.5, 4.5, 4.5, 4.5]",[],20,"['23', '6', '0', '2', '7']"
The Crooked Billet,££ - £££,['British'],328,4,"[4.0, 4.0, 3.5, 4.0]","['sunday roast ', 'fish and chips ', 'yorkshire pudding ', 'beef ', 'soup ', 'the pub ', 'wimbledon village ', 'generous portions ', 'food was lovely ', 'youngs ', 'trio ', 'ales ']",120,"['128', '115', '33', '26', '22']"
The Plough,£,[],4,5,[],[],5,"['3', '1', '0', '0', '0']"
Leicester Square Kitchen,££££,"['Mexican', 'Peruvian', 'Vegetarian Friendly']",1467,4.5,"[4.5, 4.5, 4.0]","['soft tacos ', 'sea bass ceviche ', 'stone bass ', 'tiger prawns ', 'doughnuts ', 'duck salad ', 'mexican tapas ', 'guacamole ', 'sliders ', 'tostada ', 'chilli ', 'short ribs ', 'pudding ', 'ice cream ', 'cake ', 'steak ', 'our waiter ']",876,"['1,003', '190', '39', '19', '15']"
The Colton Arms,££ - £££,['British'],60,4,"[3.5, 4.0, 3.5]","['bavette steak ', 'haggis ', 'partridge ', 'stuffing ', 'sunday roast ', 'burrata ', 'fish chips ', 'burger ', 'the pub ', 'wine list ', 'chef ', 'tender ']",30,"['27', '14', '9', '3', '3']"
The Allis White City,££££,"['American', 'International', 'European']",16,4.5,"[4.0, 4.0, 3.5]","['salmon ', 'soho house ', 'attentive service ', 'chips ', 'ambience ', 'menu ']",16,"['9', '3', '2', '0', '1']"
Top Wok Ilford,,"['Chinese', 'Fast food', 'Asian']",11,4.5,[],[],0,"['8', '2', '0', '0', '1']"
La Stow Pizzeria,£,"['Italian', 'Pizza']",5,4.5,[],[],0,"['3', '2', '0', '0', '0']"
Rozafa Castle Restaurant,££ - £££,"['Mediterranean', 'Greek']",6,4.5,[],[],4,"['5', '0', '0', '1', '0']"
L'Hirondelle Coffee Shop,£,[],5,5,[],[],0,"['4', '1', '0', '0', '0']"
Firezza Kingston,££ - £££,"['Italian', 'Pizza']",11,4,[],"['pizza ', 'gorgonzola ', 'toppings ', 'starters ', 'kingston ']",2,"['7', '1', '1', '0', '2']"
Spice Hut,££ - £££,"['Indian', 'Fast food']",12,4,"[4.5, 4.5, 4.5]",[],8,"['6', '4', '1', '0', '1']"
Kebabish Original,££ - £££,"['Barbecue', 'Turkish', 'Halal']",28,4,"[4.0, 4.0, 4.0, 4.0]","['kebab ', 'pakora ', 'salad ', 'hmc ', 'sauce ']",6,"['13', '7', '1', '1', '5']"
The Heston Fish Bar,£,"['Fast food', 'British', 'Seafood']",33,4,"[4.0, 4.5, 3.5]",[],0,"['18', '4', '3', '3', '5']"
Pizza Box,,['Pizza'],5,5,[],[],2,"['4', '1', '0', '0', '0']"
Park View Fish and Chips,£,"['Seafood', 'British', 'Fast food']",15,4,"[4.5, 5.0, 4.5]",[],0,"['7', '4', '2', '0', '2']"
Artizan Oasis,££ - £££,"['Mediterranean', 'European', 'British']",4,5,[],[],31,"['3', '1', '0', '0', '0']"
Super Fryer fish & Chips,,['British'],4,5,[],[],0,"['4', '0', '0', '0', '0']"
Swan Chinese Takeaway,£,['Chinese'],19,4,"[4.0, 3.5, 4.0]",[],3,"['8', '4', '4', '1', '2']"
The Village Cafe,£,[],8,4.5,[],[],1,"['5', '2', '0', '1', '0']"
Playground Cocktail Bar,££ - £££,[],96,4,"[4.0, 4.5, 4.5]",[],61,"['55', '17', '12', '4', '8']"
The Emperor,££ - £££,['British'],196,4,"[4.0, 4.0, 4.0, 3.5]","['burger ', 'homemade chips ', 'battered halloumi ', 'roast beef ', 'prawns ', 'the pub ', 'friday lunch ', 'function room ', 'female staff ', 'many times over the years ', 'the barn ', 'sit down meal ', 'burnham beeches ', 'nice garden ', 'local area ', ""couldn't do enough "", 'change of ownership ']",44,"['89', '55', '15', '18', '17']"
Satyanarayan Restaurant,££ - £££,['Indian'],14,4,[],[],12,"['10', '0', '0', '0', '4']"
Secrets of India,££ - £££,"['Indian', 'Asian']",37,4,"[4.0, 4.0, 4.0, 4.0]",[],3,"['20', '7', '6', '1', '3']"
New Oceans,£,"['Chinese', 'Fast food', 'Asian']",23,4,"[4.5, 5.0, 4.5]",[],5,"['10', '6', '2', '0', '3']"
Giggling Squid - Weybridge,££ - £££,"['Asian', 'Thai', 'Healthy']",35,4.5,"[4.5, 4.5, 4.0]","['prawn crackers ', 'rice ', 'king prawns ', 'thai restaurant ', 'polite service ', 'recently opened restaurant ', 'xmas eve ', 'early days ', 'tapas selection ', 'welcome addition ', 'great food ', 'lychee ']",0,"['20', '7', '7', '1', '0']"
Spice 88 Restaurant,££ - £££,"['Indian', 'Pakistani', 'Middle Eastern']",24,4,"[4.5, 4.5, 4.5, 5.0]",[],5,"['16', '2', '0', '0', '6']"
Bollo`s Peri Peri,£,"['American', 'Indian', 'Pizza']",7,4,[],[],6,"['3', '2', '1', '0', '1']"
Carluccio's - Bromley,££ - £££,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",249,3,"[3.0, 3.0, 3.0, 3.5]",[],22,"['63', '54', '33', '42', '54']"
Lydia Restaurant,££ - £££,"['Turkish', 'Soups']",32,3.5,"[4.0, 3.0, 3.5]",[],4,"['16', '4', '4', '2', '6']"
Rainbar Harrow,,['Indian'],4,5,[],[],9,"['3', '1', '0', '0', '0']"
Master Wong,,"['Chinese', 'Thai']",11,4,[],[],0,"['5', '2', '1', '1', '1']"
SSS Chicken Base,,['American'],8,4.5,[],[],2,"['5', '1', '1', '1', '0']"
Little Brazil Bar Restaurant Ltd,£,"['Latin', 'Vegetarian Friendly']",57,5,"[5.0, 5.0, 5.0]","['feijoada ', 'cassava chips ', 'chicken stroganoff ', 'cakes ', 'brazilian food ', 'delicious food ', 'on tap ', 'brahma beer ', 'wimbledon station ', 'caipirinha ', 'pasteis ', 'broth ', 'mains ', 'chef ']",51,"['52', '2', '0', '0', '0']"
Caldesi Campagna,££££,"['Italian', 'Mediterranean', 'European']",580,4.5,"[4.5, 4.5, 4.0, 4.5]","['tiramisu ', 'pasta ', 'sea bass ravioli ', 'bomboloni ', 'doughnuts ', 'calves liver ', 'chilli ', 'mash ', 'steak ', 'bread ', 'pudding ', 'italian food ', 'cookery course ', 'black truffle ', 'lovely atmosphere ', 'attentive service ', 'wonderful meal ']",141,"['431', '89', '32', '12', '10']"
Rasoi Indian Takeaway,,"['Indian', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",17,4,[],[],8,"['11', '2', '1', '1', '2']"
GAIL's Bakery,£,['Cafe'],39,3.5,"[3.5, 3.5, 3.0]","['cakes ', 'bread ', 'soup ', 'nice relaxing atmosphere ', 'ealing broadway ', 'great coffee ', 'pecan ', 'takeaway ', 'chef ']",20,"['9', '13', '9', '2', '6']"
Abbey Kebab,£,"['Turkish', 'Fast food', 'Middle Eastern']",12,4.5,[],"['kebab ', 'chicken dish ', 'love this place ', 'take away ', 'shop ']",0,"['9', '2', '1', '0', '0']"
Sam's Kebab,£,"['Fast food', 'Turkish']",28,3.5,"[3.5, 4.0, 3.5]",[],0,"['10', '10', '2', '2', '4']"
Topolli,££ - £££,"['Italian', 'Mediterranean']",9,5,[],[],9,"['9', '0', '0', '0', '0']"
Wayne's Coffee,£,['European'],7,4,[],[],16,"['3', '1', '3', '0', '0']"
Prime Steak & Grill - Chandler's Cross,££ - £££,"['Steakhouse', 'European', 'British']",950,4.5,"[4.5, 4.5, 4.0]","['steak ', 'chateaubriand ', 'triple cooked chips ', 'pate ', 'sunday roast ', 'pork belly ', 'creme brûlée ', 'prawn cocktail ', 'sea bass ', 'catfish ', 'scones ', 'scallops ', 'ice cream ', 'salad ', 'cooked to perfection ', 'our waiter ', 'bring your own wine ']",233,"['667', '181', '55', '29', '15']"
Maison Parisienne,,"['French', 'British']",14,3.5,[],[],4,"['7', '2', '1', '1', '3']"
Sushi Atelier,££ - £££,"['Japanese', 'Seafood', 'Sushi']",125,4.5,"[5.0, 4.5, 4.5]","['carpaccio ', 'butterfish ', 'sushi ', 'fatty tuna ', 'omakase ', 'green tea cheesecake ', 'salad and miso soup ', 'dragon roll ', ""chef's selection "", 'panna cotta ', 'fresh fish ', 'mango ', 'truffle ', 'sea bass ', 'watch the chefs prepare ', 'melt in the mouth ', 'preparing dishes ']",133,"['89', '14', '3', '1', '2']"
The Lord Nelson,,['British'],16,4,[],[],0,"['8', '4', '3', '0', '1']"
Samrat,££ - £££,"['Indian', 'Asian']",62,3.5,"[4.0, 3.0, 3.5, 3.5]","['peshwari naan ', 'rice ', 'curries ', 'lamb ', 'pitshanger lane ', 'indian restaurant ', 'excellent food ', 'ealing ', 'takeaway ', 'crouch ', 'mains ']",1,"['16', '22', '12', '5', '7']"
